Date,Open,High,Low,Close,Adj Close,Volume
2020-03-09,24992.359375,24992.359375,23706.070313,23851.019531,23851.019531,750430000
2020-03-10,24453.000000,25020.990234,23690.339844,25018.160156,25018.160156,654860000
2020-03-11,24604.630859,24604.630859,23328.320313,23553.220703,23553.220703,663960000
2020-03-12,22184.710938,22837.949219,21154.460938,21200.619141,21200.619141,908260000
2020-03-13,21973.820313,23189.759766,21285.369141,23185.619141,23185.619141,843080000
2020-03-16,20917.529297,21768.279297,20116.460938,20188.519531,20188.519531,770130000
2020-03-17,20487.050781,21379.349609,19882.259766,21237.380859,21237.380859,793060000
2020-03-18,20188.689453,20489.330078,18917.460938,19898.919922,19898.919922,871360000
2020-03-19,19830.009766,20442.630859,19177.130859,20087.189453,20087.189453,780300000
2020-03-20,20253.150391,20531.259766,19094.269531,19173.980469,19173.980469,872290000
2020-03-23,19028.359375,19121.009766,18213.650391,18591.929688,18591.929688,787970000
2020-03-24,19722.189453,20737.699219,19649.250000,20704.910156,20704.910156,799340000
2020-03-25,21050.339844,22019.929688,20538.339844,21200.550781,21200.550781,796320000
2020-03-26,21468.380859,22595.060547,21427.099609,22552.169922,22552.169922,705180000
2020-03-27,21898.470703,22327.570313,21469.269531,21636.779297,21636.779297,588830000
2020-03-30,21678.220703,22378.089844,21522.080078,22327.480469,22327.480469,545540000
2020-03-31,22208.419922,22480.369141,21852.080078,21917.160156,21917.160156,571210000
2020-04-01,21227.380859,21487.240234,20784.429688,20943.509766,20943.509766,506680000
2020-04-02,20819.460938,21477.769531,20735.019531,21413.439453,21413.439453,529540000
2020-04-03,21285.929688,21447.810547,20863.089844,21052.529297,21052.529297,450010000
2020-04-06,21693.630859,22783.449219,21693.630859,22679.990234,22679.990234,610760000
2020-04-07,23537.439453,23617.240234,22634.449219,22653.859375,22653.859375,594660000
2020-04-08,22893.470703,23513.400391,22682.990234,23433.570313,23433.570313,472740000
2020-04-09,23690.660156,24008.990234,23504.089844,23719.369141,23719.369141,566400000
2020-04-13,23698.929688,23698.929688,23095.349609,23390.769531,23390.769531,394320000
2020-04-14,23690.570313,24040.580078,23683.439453,23949.759766,23949.759766,485910000
2020-04-15,23600.720703,23649.720703,23233.320313,23504.349609,23504.349609,437630000
2020-04-16,23543.660156,23598.080078,23211.380859,23537.679688,23537.679688,471050000
2020-04-17,23817.150391,24264.210938,23817.150391,24242.490234,24242.490234,525950000
